,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Average Turnover,Win Rate,Profit Factor
0,-1.0,18.232144015433082,6.989337758264281,2.6085649366866313,-43.396196994173096,0.02219735239785073,0.58925,1.4151993678862977
